,phase,library
cell_3294923,G0,Fibroblast
cell_3296225,G0,Fibroblast
cell_3297035,S,Fibroblast
cell_3298617,S,Fibroblast
cell_3299272,S,Fibroblast
cell_3302168,G1,Fibroblast
cell_3302973,G2M,Fibroblast
cell_3304419,S,Fibroblast
cell_3305760,G1-G0 transition,Fibroblast
cell_3308071,G1-G0 transition,Fibroblast
cell_3308612,G0,Fibroblast
cell_3312755,G1,Fibroblast
cell_3313849,G1-G0 transition,Fibroblast
cell_3314387,G1-G0 transition,Fibroblast
cell_3315352,G1,Fibroblast
cell_3317135,G1-G0 transition,Fibroblast
cell_3318377,G1,Fibroblast
cell_3318890,S,Fibroblast
cell_3322949,S,Fibroblast
cell_3323736,S,Fibroblast
cell_3325180,G1,Fibroblast
cell_3328718,G0,Fibroblast
cell_3329703,G2M,Fibroblast
cell_3331518,G1,Fibroblast
cell_3331621,G0,Fibroblast
cell_3334552,G1,Fibroblast
cell_3336114,G0,Fibroblast
cell_3336666,G0,Fibroblast
cell_3337072,G0,Fibroblast
cell_3338693,S,Fibroblast
cell_3339008,G0,Fibroblast
cell_3340006,G0,Fibroblast
cell_3340301,G0,Fibroblast
cell_3343446,G0,Fibroblast
cell_3343860,G2M,Fibroblast
cell_3344082,S,Fibroblast
cell_3345175,G1-G0 transition,Fibroblast
cell_3346121,G2M,Fibroblast
cell_3350117,G2M,Fibroblast
cell_3351375,G0,Fibroblast
cell_3355137,S,Fibroblast
cell_3357078,G0,Fibroblast
cell_3357222,G1-G0 transition,Fibroblast
cell_3359019,G1-G0 transition,Fibroblast
cell_3362720,G1-G0 transition,Fibroblast
cell_3362805,G1-G0 transition,Fibroblast
cell_3363113,S,Fibroblast
cell_3363469,G0,Fibroblast
cell_3364702,G2M,Fibroblast
cell_3365019,G0,Fibroblast
cell_3365865,G0,Fibroblast
cell_3369591,G0,Fibroblast
cell_3370286,G1-G0 transition,Fibroblast
cell_3370303,G0,Fibroblast
cell_3372803,S,Fibroblast
cell_3375655,G1-G0 transition,Fibroblast
cell_3379416,S,Fibroblast
cell_3380017,G0,Fibroblast
cell_3380707,G1-G0 transition,Fibroblast
cell_3383834,G2M,Fibroblast
cell_3385150,G0,Fibroblast
cell_3388531,G0,Fibroblast
cell_3390290,G1,Fibroblast
cell_3390593,G0,Fibroblast
cell_3391274,G0,Fibroblast
cell_3399384,G1,Fibroblast
cell_3400470,G1,Fibroblast
cell_3401962,G1,Fibroblast
cell_3402761,G0,Fibroblast
cell_3403278,G1,Fibroblast
cell_3404398,G2M,Fibroblast
cell_3406374,G1,Fibroblast
cell_3406497,G2M,Fibroblast
cell_3406678,G0,Fibroblast
cell_3408443,G1-G0 transition,Fibroblast
cell_3409683,G1,Fibroblast
cell_3411629,G1,Fibroblast
cell_3412754,G1-G0 transition,Fibroblast
cell_3412784,G1,Fibroblast
cell_3413092,G1-G0 transition,Fibroblast
cell_3413403,G0,Fibroblast
cell_3416489,G1-G0 transition,Fibroblast
cell_3418640,G1-G0 transition,Fibroblast
cell_3418915,G0,Fibroblast
cell_3419247,G1,Fibroblast
cell_3419994,G1-G0 transition,Fibroblast
cell_3421742,G1,Fibroblast
cell_3428524,S,Fibroblast
cell_3428782,G1-G0 transition,Fibroblast
cell_3431325,S,Fibroblast
cell_3431456,G0,Fibroblast
cell_3433287,S,Fibroblast
cell_3434200,S,Fibroblast
cell_3434955,G0,Fibroblast
cell_3436272,G1,Fibroblast
cell_3436999,G1,Fibroblast
cell_3437189,S,Fibroblast
cell_3441184,S,Fibroblast
cell_3442586,G0,Fibroblast
cell_3442897,G0,Fibroblast
cell_3444379,S,Fibroblast
cell_3446079,G1,Fibroblast
cell_3446972,G1,Fibroblast
cell_3450424,G2M,Fibroblast
cell_3451020,G1,Fibroblast
cell_3453545,G1-G0 transition,Fibroblast
cell_3454394,G1,Fibroblast
cell_3455183,G0,Fibroblast
cell_3455534,G0,Fibroblast
cell_3456370,G1-G0 transition,Fibroblast
cell_3457495,S,Fibroblast
cell_3458411,G0,Fibroblast
cell_3461468,S,Fibroblast
cell_3462154,S,Fibroblast
cell_3464881,G1-G0 transition,Fibroblast
cell_3466403,S,Fibroblast
cell_3467015,G1,Fibroblast
cell_3469016,S,Fibroblast
cell_3469630,S,Fibroblast
cell_3469699,G0,Fibroblast
cell_3470840,G1,Fibroblast
cell_3471060,G0,Fibroblast
cell_3471124,G1,Fibroblast
cell_3472994,G1-G0 transition,Fibroblast
cell_3473492,G1,Fibroblast
cell_3474122,G0,Fibroblast
cell_3474274,G1,Fibroblast
cell_3474849,G1,Fibroblast
cell_3475191,G2M,Fibroblast
cell_3475952,S,Fibroblast
cell_3476461,S,Fibroblast
cell_3479802,G2M,Fibroblast
cell_3480888,G1-G0 transition,Fibroblast
cell_3481107,G0,Fibroblast
cell_3482085,G0,Fibroblast
cell_3483168,G1,Fibroblast
cell_3483357,G1,Fibroblast
cell_3484285,G0,Fibroblast
cell_3484990,G0,Fibroblast
cell_3486360,S,Fibroblast
cell_3487488,G1-G0 transition,Fibroblast
cell_3488836,G1,Fibroblast
cell_3489037,G0,Fibroblast
cell_3490578,S,Fibroblast
cell_3491966,G0,Fibroblast
cell_3492376,G0,Fibroblast
cell_3493093,S,Fibroblast
cell_3497261,G2M,Fibroblast
cell_3497364,G0,Fibroblast
cell_3499365,G0,Fibroblast
cell_3501288,G0,Fibroblast
cell_3504380,G0,Fibroblast
cell_3504722,G0,Fibroblast
cell_3509779,G1-G0 transition,Fibroblast
cell_3510602,G0,Fibroblast
cell_3513562,G0,Fibroblast
cell_3513731,G1,Fibroblast
cell_3514676,G1-G0 transition,Fibroblast
cell_3514913,S,Fibroblast
cell_3519256,G0,Fibroblast
cell_3519507,G1-G0 transition,Fibroblast
cell_3519714,G2M,Fibroblast
cell_3523332,S,Fibroblast
cell_3531029,G0,Fibroblast
cell_3538378,G0,Fibroblast
cell_3540780,G0,Fibroblast
cell_3541241,G1-G0 transition,Fibroblast
cell_3541247,G1,Fibroblast
cell_3541345,G0,Fibroblast
cell_3543218,G1-G0 transition,Fibroblast
cell_3544001,S,Fibroblast
cell_3549837,G0,Fibroblast
cell_3551426,S,Fibroblast
cell_3553695,S,Fibroblast
cell_3553927,G1-G0 transition,Fibroblast
cell_3554671,G0,Fibroblast
cell_3555288,G1,Fibroblast
cell_3557046,G0,Fibroblast
cell_3557068,G1-G0 transition,Fibroblast
cell_3557408,G0,Fibroblast
cell_3557817,G1,Fibroblast
cell_3558440,G1,Fibroblast
cell_3558818,G0,Fibroblast
cell_3562402,G1-G0 transition,Fibroblast
cell_3565791,G1,Fibroblast
cell_3569279,G1-G0 transition,Fibroblast
cell_3569483,G1-G0 transition,Fibroblast
cell_3570768,S,Fibroblast
cell_3571380,G1,Fibroblast
cell_3572350,S,Fibroblast
cell_3577289,S,Fibroblast
cell_3578702,G1,Fibroblast
cell_3578792,G1,Fibroblast
cell_3579774,G0,Fibroblast
cell_3579803,G0,Fibroblast
cell_3581935,G2M,Fibroblast
cell_3582351,G0,Fibroblast
cell_3582810,G0,Fibroblast
cell_3583014,G1-G0 transition,Fibroblast
cell_3585540,G1,Fibroblast
cell_3586197,G0,Fibroblast
cell_3586443,G1-G0 transition,Fibroblast
cell_3587132,G1-G0 transition,Fibroblast
cell_3591697,G0,Fibroblast
cell_3592700,S,Fibroblast
cell_3597555,G1-G0 transition,Fibroblast
cell_3598755,S,Fibroblast
cell_3599080,G1-G0 transition,Fibroblast
cell_3599876,G2M,Fibroblast
cell_3600713,G0,Fibroblast
cell_3602570,G1-G0 transition,Fibroblast
cell_3605904,G1-G0 transition,Fibroblast
cell_3608364,G2M,Fibroblast
cell_3608381,G1-G0 transition,Fibroblast
cell_3608440,G1-G0 transition,Fibroblast
cell_3608579,G1,Fibroblast
cell_3608887,G0,Fibroblast
cell_3610725,G1,Fibroblast
cell_3611271,G0,Fibroblast
cell_3612224,S,Fibroblast
cell_3612558,G1,Fibroblast
cell_3612801,G0,Fibroblast
cell_3613909,S,Fibroblast
cell_3614565,G2M,Fibroblast
cell_3617116,G2M,Fibroblast
cell_3621585,G1-G0 transition,Fibroblast
cell_3621752,G1,Fibroblast
cell_3622077,G1-G0 transition,Fibroblast
cell_3624924,S,Fibroblast
cell_3625303,G0,Fibroblast
cell_3626497,S,Fibroblast
cell_3628014,G2M,Fibroblast
cell_3629813,G0,Fibroblast
cell_3633410,G1,Fibroblast
cell_3634076,G1-G0 transition,Fibroblast
cell_3634381,G0,Fibroblast
cell_3634691,S,Fibroblast
cell_3635930,S,Fibroblast
cell_3636560,S,Fibroblast
cell_3637710,G0,Fibroblast
cell_3637966,S,Fibroblast
cell_3638304,G1,Fibroblast
cell_3639970,S,Fibroblast
cell_3641302,G0,Fibroblast
cell_3641638,G1,Fibroblast
cell_3643051,G2M,Fibroblast
cell_3643748,S,Fibroblast
cell_3645399,S,Fibroblast
cell_3645401,S,Fibroblast
cell_3646843,G0,Fibroblast
cell_3650034,G2M,Fibroblast
cell_3651425,S,Fibroblast
cell_3654165,G1-G0 transition,Fibroblast
cell_3656588,G1,Fibroblast
cell_3656806,G0,Fibroblast
cell_3657931,G1,Fibroblast
cell_3659491,G0,Fibroblast
cell_3663469,S,Fibroblast
cell_3664646,G1,Fibroblast
cell_3664785,G2M,Fibroblast
cell_3666167,G1-G0 transition,Fibroblast
cell_3667761,G1-G0 transition,Fibroblast
cell_3671253,G1,Fibroblast
cell_3672124,G0,Fibroblast
cell_3672881,G1,Fibroblast
cell_3674545,G0,Fibroblast
cell_3674645,G1-G0 transition,Fibroblast
cell_3675188,G1-G0 transition,Fibroblast
cell_3675664,S,Fibroblast
cell_3676061,G0,Fibroblast
cell_3677435,G1,Fibroblast
cell_3679380,G2M,Fibroblast
cell_3683042,G1-G0 transition,Fibroblast
cell_3683347,G1,Fibroblast
cell_3686590,G1,Fibroblast
cell_3690517,G0,Fibroblast
cell_3691367,G1,Fibroblast
cell_3692836,G1,Fibroblast
cell_3694320,S,Fibroblast
cell_3695828,G0,Fibroblast
cell_3702769,G2M,Fibroblast
cell_3703805,G2M,Fibroblast
cell_3703951,G1-G0 transition,Fibroblast
cell_3707585,S,Fibroblast
cell_3709355,S,Fibroblast
cell_3709725,G2M,Fibroblast
cell_3710111,G1,Fibroblast
cell_3710834,G1-G0 transition,Fibroblast
cell_3713812,S,Fibroblast
cell_3717058,G1,Fibroblast
cell_3717295,G1-G0 transition,Fibroblast
cell_3718727,G1,Fibroblast
cell_3719607,G2M,Fibroblast
cell_3719676,G0,Fibroblast
cell_3720222,G0,Fibroblast
cell_3722054,G1,Fibroblast
cell_3722667,G2M,Fibroblast
cell_3725079,G0,Fibroblast
cell_3725758,S,Fibroblast
cell_3726393,G1-G0 transition,Fibroblast
cell_3728573,G1,Fibroblast
cell_3728857,G0,Fibroblast
cell_3731944,G0,Fibroblast
cell_3732137,G1,Fibroblast
cell_3738379,S,Fibroblast
cell_3740466,G1,Fibroblast
cell_3741434,G0,Fibroblast
cell_3741722,G1-G0 transition,Fibroblast
cell_3741780,G1,Fibroblast
cell_3741783,S,Fibroblast
cell_3742370,G2M,Fibroblast
cell_3744112,G0,Fibroblast
cell_3747933,S,Fibroblast
cell_3749637,G0,Fibroblast
cell_3752274,G1,Fibroblast
cell_3752782,G1-G0 transition,Fibroblast
cell_3753300,G1-G0 transition,Fibroblast
cell_3758134,G1-G0 transition,Fibroblast
cell_3761963,G0,Fibroblast
cell_3762583,G0,Fibroblast
cell_3763149,S,Fibroblast
cell_3766287,S,Fibroblast
cell_3768606,G1-G0 transition,Fibroblast
cell_3769524,G1,Fibroblast
cell_3769566,G0,Fibroblast
cell_3775408,G1-G0 transition,Fibroblast
cell_3776075,G1-G0 transition,Fibroblast
cell_3778417,G0,Fibroblast
cell_3778733,G2M,Fibroblast
cell_3779162,G1,Fibroblast
cell_3784038,S,Fibroblast
cell_3784774,G1-G0 transition,Fibroblast
cell_3785470,G1,Fibroblast
cell_3786291,G1-G0 transition,Fibroblast
cell_3786701,G0,Fibroblast
cell_3788713,G1-G0 transition,Fibroblast
cell_3791050,G1-G0 transition,Fibroblast
cell_3791297,G0,Fibroblast
cell_3797131,G1-G0 transition,Fibroblast
cell_3799319,S,Fibroblast
cell_3802192,G0,Fibroblast
cell_3803355,G1,Fibroblast
cell_3804062,G1,Fibroblast
cell_3805309,S,Fibroblast
cell_3807602,G2M,Fibroblast
cell_3809021,G2M,Fibroblast
cell_3809092,G0,Fibroblast
cell_3812706,G1-G0 transition,Fibroblast
cell_3813637,G1-G0 transition,Fibroblast
cell_3815027,S,Fibroblast
cell_3815943,S,Fibroblast
cell_3816278,G1,Fibroblast
cell_3816741,G2M,Fibroblast
cell_3816919,G1-G0 transition,Fibroblast
cell_3818725,S,Fibroblast
cell_3819442,G0,Fibroblast
cell_3819641,S,Fibroblast
cell_3820744,G0,Fibroblast
cell_3822458,G1,Fibroblast
cell_3822886,G0,Fibroblast
cell_3825555,G0,Fibroblast
cell_3826789,S,Fibroblast
cell_3830948,G1-G0 transition,Fibroblast
cell_3834776,G1,Fibroblast
cell_3836096,G1,Fibroblast
cell_3836878,S,Fibroblast
cell_3836884,S,Fibroblast
cell_3837863,G1,Fibroblast
cell_3841783,G1,Fibroblast
cell_3842047,S,Fibroblast
cell_3844824,S,Fibroblast
cell_3847494,G1,Fibroblast
cell_3848113,G1-G0 transition,Fibroblast
cell_3852140,G1-G0 transition,Fibroblast
cell_3853634,G1,Fibroblast
cell_3855645,G0,Fibroblast
cell_3856726,G0,Fibroblast
cell_3860249,G0,Fibroblast
cell_3860440,G0,Fibroblast
cell_3860726,S,Fibroblast
cell_3861268,G2M,Fibroblast
cell_3862263,G0,Fibroblast
cell_3863542,G1-G0 transition,Fibroblast
cell_3864847,S,Fibroblast
cell_3866991,G1,Fibroblast
cell_3869543,G0,Fibroblast
cell_3871995,G1-G0 transition,Fibroblast
cell_3872184,G1-G0 transition,Fibroblast
cell_3873821,G2M,Fibroblast
cell_3876691,G0,Fibroblast
cell_3878073,S,Fibroblast
cell_3880266,G2M,Fibroblast
cell_3882978,G1,Fibroblast
cell_3883132,G1,Fibroblast
cell_3883633,G2M,Fibroblast
cell_3885499,G1-G0 transition,Fibroblast
cell_3885902,G1,Fibroblast
cell_3885990,G1,Fibroblast
cell_3887160,G1,Fibroblast
cell_3891266,S,Fibroblast
cell_3891575,G2M,Fibroblast
cell_3891852,G2M,Fibroblast
cell_3895236,S,Fibroblast
cell_3895582,G0,Fibroblast
cell_3896157,G1-G0 transition,Fibroblast
cell_3896389,G2M,Fibroblast
cell_3899051,G2M,Fibroblast
cell_3901132,G0,Fibroblast
cell_3903426,G1-G0 transition,Fibroblast
cell_3904442,G1-G0 transition,Fibroblast
cell_3904582,G0,Fibroblast
cell_3905139,G0,Fibroblast
cell_3906163,G2M,Fibroblast
cell_3906196,G0,Fibroblast
cell_3906938,G2M,Fibroblast
cell_3908581,G2M,Fibroblast
cell_3909153,G0,Fibroblast
cell_3909761,G0,Fibroblast
cell_3911474,G0,Fibroblast
cell_3911802,S,Fibroblast
cell_3914532,G1-G0 transition,Fibroblast
cell_3922211,G1-G0 transition,Fibroblast
cell_3923653,G0,Fibroblast
cell_3924524,G0,Fibroblast
cell_3927770,S,Fibroblast
cell_3928329,S,Fibroblast
cell_3931038,G1,Fibroblast
cell_3931629,G0,Fibroblast
cell_3932990,S,Fibroblast
cell_3934268,G0,Fibroblast
cell_3936320,G2M,Fibroblast
cell_3940105,G0,Fibroblast
cell_3940773,S,Fibroblast
cell_3945035,G0,Fibroblast
cell_3945193,G1,Fibroblast
cell_3945646,G1-G0 transition,Fibroblast
cell_3946797,S,Fibroblast
cell_3947401,G0,Fibroblast
cell_3947495,G0,Fibroblast
cell_3950652,G1,Fibroblast
cell_3955966,G1,Fibroblast
cell_3956013,S,Fibroblast
cell_3956299,S,Fibroblast
cell_3956438,G0,Fibroblast
cell_3959546,S,Fibroblast
cell_3962881,G1,Fibroblast
cell_3963201,G1-G0 transition,Fibroblast
cell_3966391,S,Fibroblast
cell_3968516,G1,Fibroblast
cell_3968777,G1,Fibroblast
cell_3969610,G0,Fibroblast
cell_3970323,G0,Fibroblast
cell_3970333,G1,Fibroblast
cell_3971175,G1-G0 transition,Fibroblast
cell_3973776,S,Fibroblast
cell_3978381,G1-G0 transition,Fibroblast
cell_3978702,S,Fibroblast
cell_3979719,G1-G0 transition,Fibroblast
cell_3980349,G1,Fibroblast
cell_3980541,G2M,Fibroblast
cell_3981685,G0,Fibroblast
cell_3981916,G1,Fibroblast
cell_3982480,G1,Fibroblast
cell_3984929,S,Fibroblast
cell_3990381,G0,Fibroblast
cell_3991605,S,Fibroblast
cell_3993268,S,Fibroblast
cell_3993981,G0,Fibroblast
cell_3994440,G1-G0 transition,Fibroblast
cell_3995301,G1,Fibroblast
cell_3996559,S,Fibroblast
cell_3997542,G1-G0 transition,Fibroblast
cell_4001293,G1-G0 transition,Fibroblast
cell_4004021,G0,Fibroblast
cell_4007221,G0,Fibroblast
cell_4007821,G0,Fibroblast
cell_4009677,S,Fibroblast
cell_4009934,G1-G0 transition,Fibroblast
cell_4010109,G0,Fibroblast
cell_4010155,S,Fibroblast
cell_4015149,G2M,Fibroblast
cell_4017365,G1,Fibroblast
cell_4018963,G0,Fibroblast
cell_4018984,G0,Fibroblast
cell_4021180,G1-G0 transition,Fibroblast
cell_4024701,G0,Fibroblast
cell_4024903,G2M,Fibroblast
cell_4025247,G1,Fibroblast
cell_4025868,G0,Fibroblast
cell_4026113,G0,Fibroblast
cell_4027195,G1,Fibroblast
cell_4028456,S,Fibroblast
cell_4031670,S,Fibroblast
cell_4032249,G1,Fibroblast
cell_4032673,S,Fibroblast
cell_4032820,G1,Fibroblast
cell_4033482,S,Fibroblast
cell_4035009,G1-G0 transition,Fibroblast
cell_4035492,G1,Fibroblast
cell_4036004,G1,Fibroblast
cell_4037603,G2M,Fibroblast
cell_4038384,G1-G0 transition,Fibroblast
cell_4038710,S,Fibroblast
cell_4042229,G1,Fibroblast
cell_4044861,G0,Fibroblast
cell_4045966,G0,Fibroblast
cell_4050303,G1,Fibroblast
cell_4051596,G0,Fibroblast
cell_4051971,G1-G0 transition,Fibroblast
cell_4053078,S,Fibroblast
cell_4053891,G1-G0 transition,Fibroblast
cell_4054080,S,Fibroblast
cell_4056002,G0,Fibroblast
cell_4056752,G2M,Fibroblast
cell_4065535,G0,Fibroblast
cell_4065579,G1,Fibroblast
cell_4067394,G1-G0 transition,Fibroblast
cell_4069337,G1,Fibroblast
cell_4070917,G1,Fibroblast
cell_4072345,G0,Fibroblast
cell_4074756,G0,Fibroblast
cell_4075158,S,Fibroblast
cell_4075552,S,Fibroblast
cell_4075641,G0,Fibroblast
cell_4079125,G1-G0 transition,Fibroblast
cell_4083762,G0,Fibroblast
cell_4084669,G0,Fibroblast
cell_4084765,G1,Fibroblast
cell_4085201,G1-G0 transition,Fibroblast
cell_4087467,G0,Fibroblast
cell_4087720,G1,Fibroblast
cell_4094386,S,Fibroblast
cell_4095122,G0,Fibroblast
cell_4095324,G2M,Fibroblast
cell_4095843,G2M,Fibroblast
cell_4099919,G1,Fibroblast
cell_4100155,G0,Fibroblast
cell_4100265,G0,Fibroblast
cell_4100949,G1-G0 transition,Fibroblast
cell_4105332,G0,Fibroblast
cell_4105504,G2M,Fibroblast
cell_4106548,G0,Fibroblast
cell_4109880,G0,Fibroblast
cell_4113036,G1-G0 transition,Fibroblast
cell_4115503,S,Fibroblast
cell_4119343,G1,Fibroblast
cell_4122578,G0,Fibroblast
cell_4122621,G0,Fibroblast
cell_4125173,G0,Fibroblast
cell_4129483,G1,Fibroblast
cell_4130434,G0,Fibroblast
cell_4131897,G1-G0 transition,Fibroblast
cell_4132611,S,Fibroblast
cell_4133633,G0,Fibroblast
cell_4134779,G0,Fibroblast
cell_4135042,G0,Fibroblast
cell_4135580,G1,Fibroblast
cell_4137348,G2M,Fibroblast
cell_4137449,S,Fibroblast
cell_4138701,G0,Fibroblast
cell_4140767,G0,Fibroblast
cell_4141537,G0,Fibroblast
cell_4142350,S,Fibroblast
cell_4142886,G2M,Fibroblast
cell_4146587,S,Fibroblast
cell_4151288,G2M,Fibroblast
cell_4151648,S,Fibroblast
cell_4153319,G0,Fibroblast
cell_4153610,G1,Fibroblast
cell_4155336,G2M,Fibroblast
cell_4155619,G0,Fibroblast
cell_4155687,S,Fibroblast
cell_4155948,S,Fibroblast
cell_4157374,S,Fibroblast
cell_4157673,G0,Fibroblast
cell_4159794,G2M,Fibroblast
cell_4161463,G2M,Fibroblast
cell_4163594,S,Fibroblast
cell_4163716,G1,Fibroblast
cell_4164372,G1-G0 transition,Fibroblast
cell_4166440,G1,Fibroblast
cell_4166970,G0,Fibroblast
cell_4166987,S,Fibroblast
cell_4167287,G0,Fibroblast
cell_4170319,G2M,Fibroblast
cell_4171190,G0,Fibroblast
cell_4174524,G1,Fibroblast
cell_4175179,G0,Fibroblast
cell_4175707,G0,Fibroblast
cell_4177034,G1-G0 transition,Fibroblast
cell_4177103,G1,Fibroblast
cell_4179486,S,Fibroblast
cell_4179609,G0,Fibroblast
cell_4180329,G2M,Fibroblast
cell_4180829,G1-G0 transition,Fibroblast
cell_4181954,G0,Fibroblast
cell_4182201,G1-G0 transition,Fibroblast
cell_4182381,G0,Fibroblast
cell_4184012,G2M,Fibroblast
cell_4184436,G2M,Fibroblast
cell_4186133,G1,Fibroblast
cell_4186377,G1-G0 transition,Fibroblast
cell_4186670,G0,Fibroblast
cell_4189475,S,Fibroblast
cell_4189749,G2M,Fibroblast
cell_4190708,G1-G0 transition,Fibroblast
cell_4191927,G1,Fibroblast
cell_4192851,S,Fibroblast
cell_4194359,G0,Fibroblast
cell_4194870,G1,Fibroblast
cell_4195179,G1-G0 transition,Fibroblast
cell_4196184,G0,Fibroblast
cell_4196278,G0,Fibroblast
cell_4198343,S,Fibroblast
cell_4198555,G1-G0 transition,Fibroblast
cell_4199122,G0,Fibroblast
cell_4201204,G1,Fibroblast
cell_4202399,G0,Fibroblast
cell_4202450,G0,Fibroblast
cell_4202559,G1-G0 transition,Fibroblast
cell_4202872,G2M,Fibroblast
cell_4203138,G1-G0 transition,Fibroblast
cell_4206712,G0,Fibroblast
cell_4207055,G1,Fibroblast
cell_4207311,G1,Fibroblast
cell_4208132,G0,Fibroblast
cell_4218380,G1-G0 transition,Fibroblast
cell_4220659,S,Fibroblast
cell_4220711,G1,Fibroblast
cell_4221067,G1,Fibroblast
cell_4221185,G0,Fibroblast
cell_4221512,G1-G0 transition,Fibroblast
cell_4221913,G1,Fibroblast
cell_4222459,S,Fibroblast
cell_4224084,S,Fibroblast
cell_4225848,G0,Fibroblast
cell_4231303,G1,Fibroblast
cell_4235529,G2M,Fibroblast
cell_4236396,G0,Fibroblast
cell_4237715,G2M,Fibroblast
cell_4238238,G2M,Fibroblast
cell_4238581,G1-G0 transition,Fibroblast
cell_4239498,G1,Fibroblast
cell_4242467,G1,Fibroblast
cell_4242836,S,Fibroblast
cell_4243405,G1,Fibroblast
cell_4250589,S,Fibroblast
cell_4250944,G0,Fibroblast
cell_4258618,G0,Fibroblast
cell_4259283,G2M,Fibroblast
cell_4260482,G1-G0 transition,Fibroblast
cell_4261373,G1,Fibroblast
cell_4262050,G0,Fibroblast
cell_4262661,G0,Fibroblast
cell_4263426,G1,Fibroblast
cell_4264042,G2M,Fibroblast
cell_4264840,G1,Fibroblast
cell_4268935,G1,Fibroblast
cell_4269101,S,Fibroblast
cell_4269226,G0,Fibroblast
cell_4270387,G0,Fibroblast
cell_4270871,G0,Fibroblast
cell_4271524,S,Fibroblast
cell_4272950,G0,Fibroblast
cell_4273092,S,Fibroblast
cell_4274112,G1,Fibroblast
cell_4275880,G0,Fibroblast
cell_4278081,G0,Fibroblast
cell_4279058,G1,Fibroblast
cell_4279702,G1,Fibroblast
cell_4280587,G0,Fibroblast
cell_4281125,G0,Fibroblast
cell_4282012,S,Fibroblast
cell_4284490,G1-G0 transition,Fibroblast
cell_4285893,G0,Fibroblast
cell_4286329,G1,Fibroblast
cell_4287100,G0,Fibroblast
cell_4287206,G1,Fibroblast
cell_4287444,G0,Fibroblast
cell_4288757,G2M,Fibroblast
cell_4294346,G1-G0 transition,Fibroblast
cell_4297836,G0,Fibroblast
cell_4300628,G1-G0 transition,Fibroblast
cell_4301168,G0,Fibroblast
cell_4303390,G2M,Fibroblast
cell_4305188,S,Fibroblast
cell_4305664,G0,Fibroblast
cell_4306818,S,Fibroblast
cell_4307642,G0,Fibroblast
cell_4307985,S,Fibroblast
cell_4310306,G0,Fibroblast
cell_4311331,G1-G0 transition,Fibroblast
cell_4312670,S,Fibroblast
cell_4316549,S,Fibroblast
cell_4320017,G1,Fibroblast
cell_4322190,G1-G0 transition,Fibroblast
cell_4325767,G0,Fibroblast
cell_4325975,G1,Fibroblast
cell_4327432,G1-G0 transition,Fibroblast
cell_4327514,G0,Fibroblast
cell_4328393,G0,Fibroblast
cell_4331010,G0,Fibroblast
cell_4333754,G0,Fibroblast
cell_4334310,S,Fibroblast
cell_4335016,G1-G0 transition,Fibroblast
cell_4335254,G0,Fibroblast
cell_4338944,G0,Fibroblast
cell_4340099,S,Fibroblast
cell_4340305,G1-G0 transition,Fibroblast
cell_4341931,S,Fibroblast
cell_4342226,G1,Fibroblast
cell_4344369,G2M,Fibroblast
cell_4344861,G0,Fibroblast
cell_4348948,G1-G0 transition,Fibroblast
cell_4349816,G0,Fibroblast
cell_4350057,G1-G0 transition,Fibroblast
cell_4350389,G1-G0 transition,Fibroblast
cell_4350467,G0,Fibroblast
cell_4350496,G2M,Fibroblast
cell_4351522,G0,Fibroblast
cell_4356349,G0,Fibroblast
cell_4361104,S,Fibroblast
cell_4363907,G0,Fibroblast
cell_4364473,G1-G0 transition,Fibroblast
cell_4365793,G1,Fibroblast
cell_4367358,S,Fibroblast
cell_4369278,G1,Fibroblast
cell_4369524,G1-G0 transition,Fibroblast
cell_4371091,G1,Fibroblast
cell_4373756,S,Fibroblast
cell_4374560,G0,Fibroblast
cell_4375246,G1-G0 transition,Fibroblast
cell_4375351,S,Fibroblast
cell_4375534,G1-G0 transition,Fibroblast
cell_4375837,G0,Fibroblast
cell_4376298,G1-G0 transition,Fibroblast
cell_4378601,G0,Fibroblast
cell_4381790,G0,Fibroblast
cell_4387928,S,Fibroblast
cell_4388346,S,Fibroblast
cell_4392526,G0,Fibroblast
cell_4393896,G1,Fibroblast
cell_4404515,G0,Fibroblast
cell_4405299,G0,Fibroblast
cell_4407245,G2M,Fibroblast
cell_4407408,G0,Fibroblast
cell_4407895,G0,Fibroblast
cell_4410584,G1-G0 transition,Fibroblast
cell_4413706,G1,Fibroblast
cell_4420431,G1-G0 transition,Fibroblast
cell_4422060,G0,Fibroblast
cell_4422166,G0,Fibroblast
cell_4422794,G0,Fibroblast
cell_4424731,G1,Fibroblast
cell_4425713,G1-G0 transition,Fibroblast
cell_4425932,G2M,Fibroblast
cell_4426506,G1-G0 transition,Fibroblast
cell_4427575,S,Fibroblast
cell_4430569,S,Fibroblast
cell_4431610,S,Fibroblast
cell_4431685,G0,Fibroblast
cell_4432381,G0,Fibroblast
cell_4434844,G1,Fibroblast
cell_4435707,G0,Fibroblast
cell_4436905,G1,Fibroblast
cell_4439625,G1,Fibroblast
cell_4442176,S,Fibroblast
cell_4444963,G1-G0 transition,Fibroblast
cell_4450342,G0,Fibroblast
cell_4451383,G1-G0 transition,Fibroblast
cell_4452612,S,Fibroblast
cell_4453382,G1,Fibroblast
cell_4456781,S,Fibroblast
cell_4456964,S,Fibroblast
cell_4457418,S,Fibroblast
cell_4458290,G1-G0 transition,Fibroblast
cell_4459808,G1,Fibroblast
