,Gene_stable_ID,human_genes,mouse_genes,Mouse_gene_stable_ID
4135,ENSG00000172404,DNAJB7,Dnajb7,ENSMUSG00000047108
4136,ENSG00000160183,TMPRSS3,Tmprss3,ENSMUSG00000024034
4144,ENSG00000125363,AMELX,Amelx,ENSMUSG00000031354
4148,ENSG00000100105,PATZ1,Patz1,ENSMUSG00000020453
4153,ENSG00000125266,EFNB2,Efnb2,ENSMUSG00000001300
4154,ENSG00000167220,HDHD2,Hdhd2,ENSMUSG00000025421
4155,ENSG00000196433,ASMT,Asmt,ENSMUSG00000093806
4156,ENSG00000102780,DGKH,Dgkh,ENSMUSG00000034731
4160,ENSG00000138944,SHISAL1,Shisal1,ENSMUSG00000062760
4167,ENSG00000196236,XPNPEP3,Xpnpep3,ENSMUSG00000022401
4172,ENSG00000201825,RNU6-1131P,Gm24223,ENSMUSG00000089452
4174,ENSG00000215474,SKOR2,Skor2,ENSMUSG00000091519
4178,ENSG00000124089,MC3R,Mc3r,ENSMUSG00000038537
4183,ENSG00000101425,BPI,Bpi,ENSMUSG00000052922
4184,ENSG00000177426,TGIF1,Tgif1,ENSMUSG00000047407
4187,ENSG00000183579,ZNRF3,Znrf3,ENSMUSG00000041961
4189,ENSG00000160185,UBASH3A,Ubash3a,ENSMUSG00000042345
4195,ENSG00000146950,SHROOM2,Shroom2,ENSMUSG00000045180
4199,ENSG00000100266,PACSIN2,Pacsin2,ENSMUSG00000016664
4207,ENSG00000124126,PREX1,Prex1,ENSMUSG00000039621
4214,ENSG00000141384,TAF4B,Taf4b,ENSMUSG00000054321
4216,ENSG00000136143,SUCLA2,Sucla2,ENSMUSG00000022110
4252,ENSG00000160188,RSPH1,Rsph1,ENSMUSG00000024033
4265,ENSG00000141682,PMAIP1,Pmaip1,ENSMUSG00000024521
4277,ENSG00000139910,NOVA1,Nova1,ENSMUSG00000021047
4280,ENSG00000175065,DSG4,Dsg4,ENSMUSG00000001804
4299,ENSG00000004961,HCCS,Hccs,ENSMUSG00000031352
4300,ENSG00000160190,SLC37A1,Slc37a1,ENSMUSG00000024036
4305,ENSG00000124212,PTGIS,Ptgis,ENSMUSG00000017969
4345,ENSG00000209482,SNORD83A,Gm55357,ENSMUSG00002075255
4348,ENSG00000209480,SNORD83B,Snord83b,ENSMUSG00000077734
4382,ENSG00000201078,RN7SKP214,Gm55823,ENSMUSG00002076693
4387,ENSG00000134757,DSG3,Dsg3,ENSMUSG00000056632
4389,ENSG00000169508,GPR183,Gpr183,ENSMUSG00000051212
4390,ENSG00000211829,TRDC,Trdc,ENSMUSG00000104876
4399,ENSG00000054803,CBLN4,Cbln4,ENSMUSG00000067578
4400,ENSG00000199477,SNORA31,Gm55862,ENSMUSG00002076606
4401,ENSG00000199477,SNORA31,Snora31,ENSMUSG00000065147
4402,ENSG00000199477,SNORA31,Gm24240,ENSMUSG00000088410
4403,ENSG00000199477,SNORA31,Gm24165,ENSMUSG00000064652
4416,ENSG00000139826,ABHD13,Abhd13,ENSMUSG00000040396
4431,ENSG00000160191,PDE9A,Pde9a,ENSMUSG00000041119
4433,ENSG00000054793,ATP9A,Atp9a,ENSMUSG00000027546
4435,ENSG00000139684,ESD,Esd,ENSMUSG00000021996
4446,ENSG00000118271,TTR,Ttr,ENSMUSG00000061808
4462,ENSG00000151413,NUBPL,Nubpl,ENSMUSG00000035142
4477,ENSG00000100220,RTCB,Rtcb,ENSMUSG00000001783
4478,ENSG00000170558,CDH2,Cdh2,ENSMUSG00000024304
4484,ENSG00000102468,HTR2A,Htr2a,ENSMUSG00000034997
4490,ENSG00000125970,RALY,Raly,ENSMUSG00000027593
4499,ENSG00000083544,TDRD3,Tdrd3,ENSMUSG00000022019
4518,ENSG00000129515,SNX6,Snx6,ENSMUSG00000005656
4525,ENSG00000101955,SRPX,Srpx,ENSMUSG00000090084
4532,ENSG00000128245,YWHAH,Ywhah,ENSMUSG00000018965
4533,ENSG00000133104,SPART,Spart,ENSMUSG00000036580
4547,ENSG00000128203,ASPHD2,Asphd2,ENSMUSG00000029348
4551,ENSG00000126010,GRPR,Grpr,ENSMUSG00000031364
4553,ENSG00000100104,SRRD,Srrd,ENSMUSG00000029346
4557,ENSG00000177324,BEND2,Bend2,ENSMUSG00000108981
4561,ENSG00000089101,CFAP61,Cfap61,ENSMUSG00000037143
4563,ENSG00000100109,TFIP11,Tfip11,ENSMUSG00000029345
4572,ENSG00000147027,TMEM47,Tmem47,ENSMUSG00000025666
4619,ENSG00000185915,KLHL34,Klhl34,ENSMUSG00000047485
4622,ENSG00000166140,ZFYVE19,Zfyve19,ENSMUSG00000068580
4624,ENSG00000197976,AKAP17A,AKAP17A,ENSMUSG00000121606
4631,ENSG00000102572,STK24,Stk24,ENSMUSG00000063410
4634,ENSG00000087301,TXNDC16,Txndc16,ENSMUSG00000021830
4640,ENSG00000202093,SNORD58C,Gm26202,ENSMUSG00000064844
4641,ENSG00000206602,SNORD58A,Gm23301,ENSMUSG00000064647
4642,ENSG00000271982,SNORD58B,Gm22354,ENSMUSG00000065853
4643,ENSG00000271982,SNORD58B,Snord58b,ENSMUSG00000064871
4649,ENSG00000101670,LIPG,Lipg,ENSMUSG00000053846
4653,ENSG00000091482,SMPX,Smpx,ENSMUSG00000041476
4656,ENSG00000100122,CRYBB1,Crybb1,ENSMUSG00000029343
4663,ENSG00000196431,CRYBA4,Cryba4,ENSMUSG00000066975
4672,ENSG00000133466,C1QTNF6,C1qtnf6,ENSMUSG00000022440
4673,ENSG00000149970,CNKSR2,Cnksr2,ENSMUSG00000025658
4674,ENSG00000256590,TRDV3,Trdv5,ENSMUSG00000076873
4676,ENSG00000168229,PTGDR,Ptgdr,ENSMUSG00000071489
4677,ENSG00000141627,DYM,Dym,ENSMUSG00000035765
4678,ENSG00000278195,SSTR3,Sstr3,ENSMUSG00000044933
4679,ENSG00000136161,RCBTB2,Rcbtb2,ENSMUSG00000022106
4681,ENSG00000124216,SNAI1,Snai1,ENSMUSG00000042821
4693,ENSG00000187045,TMPRSS6,Tmprss6,ENSMUSG00000016942
4699,ENSG00000189139,FSCB,Fscb,ENSMUSG00000043060
4708,ENSG00000100519,PSMC6,Psmc6,ENSMUSG00000021832
4709,ENSG00000178462,TUBAL3,Tubal3,ENSMUSG00000021216
4710,ENSG00000104081,BMF,Bmf,ENSMUSG00000040093
4712,ENSG00000207154,RNU1-46P,Gm25630,ENSMUSG00000065934
4713,ENSG00000176624,MEX3C,Mex3c,ENSMUSG00000037253
4716,ENSG00000185736,ADARB2,Adarb2,ENSMUSG00000052551
4724,ENSG00000101194,SLC17A9,Slc17a9,ENSMUSG00000023393
4733,ENSG00000104044,OCA2,Oca2,ENSMUSG00000030450
4734,ENSG00000178235,SLITRK1,Slitrk1,ENSMUSG00000075478
4736,ENSG00000132965,ALOX5AP,Alox5ap,ENSMUSG00000060063
4747,ENSG00000178473,UCN3,Ucn3,ENSMUSG00000044988
4749,ENSG00000032742,IFT88,Ift88,ENSMUSG00000040040
4751,ENSG00000196628,TCF4,Tcf4,ENSMUSG00000053477
4753,ENSG00000067082,KLF6,Klf6,ENSMUSG00000000078
4761,ENSG00000132825,PPP1R3D,Ppp1r3d,ENSMUSG00000049999
4763,ENSG00000101132,PFDN4,Pfdn4,ENSMUSG00000052033
4774,ENSG00000165629,ATP5F1C,Atp5f1c,ENSMUSG00000025781
4777,ENSG00000101182,PSMA7,Psma7,ENSMUSG00000027566
4779,ENSG00000102445,RUBCNL,Rubcnl,ENSMUSG00000034959
4787,ENSG00000180998,GPR137C,Gpr137c,ENSMUSG00000049092
4796,ENSG00000124215,CDH26,Cdh26,ENSMUSG00000039155
4797,ENSG00000100014,SPECC1L,Specc1l,ENSMUSG00000033444
4800,ENSG00000126773,PCNX4,Pcnx4,ENSMUSG00000034501
4803,ENSG00000125247,TMTC4,Tmtc4,ENSMUSG00000041594
4804,ENSG00000134146,DPH6,Dph6,ENSMUSG00000057147
4815,ENSG00000197586,ENTPD6,Entpd6,ENSMUSG00000033068
4823,ENSG00000188277,C15orf62,Gm14137,ENSMUSG00000055926
4832,ENSG00000151655,ITIH2,Itih2,ENSMUSG00000037254
4833,ENSG00000126778,SIX1,Six1,ENSMUSG00000051367
4834,ENSG00000166068,SPRED1,Spred1,ENSMUSG00000027351
4842,ENSG00000128271,ADORA2A,Adora2a,ENSMUSG00000020178
4844,ENSG00000154001,PPP2R5E,Ppp2r5e,ENSMUSG00000021051
4848,ENSG00000133106,EPSTI1,Epsti1,ENSMUSG00000022014
4851,ENSG00000248905,FMN1,Fmn1,ENSMUSG00000044042
4853,ENSG00000100024,UPB1,Upb1,ENSMUSG00000033427
4856,ENSG00000127863,TNFRSF19,Tnfrsf19,ENSMUSG00000060548
4864,ENSG00000100028,SNRPD3,Snrpd3,ENSMUSG00000020180
4868,ENSG00000151468,CCDC3,Ccdc3,ENSMUSG00000026676
4871,ENSG00000182256,GABRG3,Gabrg3,ENSMUSG00000055026
4876,ENSG00000139832,RAB20,Rab20,ENSMUSG00000031504
4880,ENSG00000151657,KIN,Kin,ENSMUSG00000037262
4881,ENSG00000134905,CARS2,Cars2,ENSMUSG00000056228
4882,ENSG00000178026,LRRC75B,Lrrc75b,ENSMUSG00000046807
4907,ENSG00000176244,ACBD7,Acbd7,ENSMUSG00000026644
4913,ENSG00000166450,PRTG,Prtg,ENSMUSG00000036030
4915,ENSG00000198252,STYX,Styx,ENSMUSG00000053205
4916,ENSG00000198252,STYX,Styx-ps,ENSMUSG00000071748
4920,ENSG00000152464,RPP38,Rpp38,ENSMUSG00000049950
4932,ENSG00000123243,ITIH5,Itih5,ENSMUSG00000025780
4935,ENSG00000120158,RCL1,Rcl1,ENSMUSG00000024785
4940,ENSG00000036473,OTC,Otc,ENSMUSG00000031173
4946,ENSG00000126790,L3HYPDH,L3hypdh,ENSMUSG00000019718
4947,ENSG00000051180,RAD51,Rad51,ENSMUSG00000027323
4950,ENSG00000147041,SYTL5,Sytl5,ENSMUSG00000054453
4973,ENSG00000179008,C14orf39,4930447C04Rik,ENSMUSG00000021098
4986,ENSG00000165572,KBTBD6,Kbtbd6,ENSMUSG00000075502
4998,ENSG00000120662,MTRF1,Mtrf1,ENSMUSG00000022022
5016,ENSG00000134020,PEBP4,Pebp4,ENSMUSG00000022085
5023,ENSG00000183354,KIAA2026,9930021J03Rik,ENSMUSG00000046138
5024,ENSG00000130701,RBBP8NL,Rbbp8nl,ENSMUSG00000038980
5035,ENSG00000260314,MRC1,Mrc1,ENSMUSG00000026712
5036,ENSG00000224960,PPP4R3C,Ppp4r3c2,ENSMUSG00000079513
5037,ENSG00000224960,PPP4R3C,Ppp4r3c1,ENSMUSG00000035387
5045,ENSG00000172766,NAA16,Naa16,ENSMUSG00000022020
5053,ENSG00000101439,CST3,Cst10,ENSMUSG00000033156
5054,ENSG00000101439,CST3,Cst3,ENSMUSG00000027447
5058,ENSG00000184302,SIX6,Six6,ENSMUSG00000021099
5065,ENSG00000173698,ADGRG2,Adgrg2,ENSMUSG00000031298
5066,ENSG00000044459,CNTLN,Cntln,ENSMUSG00000038070
5073,ENSG00000168546,GFRA2,Gfra2,ENSMUSG00000022103
5075,ENSG00000100625,SIX4,Six4,ENSMUSG00000034460
5094,ENSG00000101193,GID8,Gid8,ENSMUSG00000027573
5096,ENSG00000166734,GOLM2,Golm2,ENSMUSG00000060227
5102,ENSG00000188133,TMEM215,Tmem215,ENSMUSG00000046593
5121,ENSG00000176399,DMRTA1,Dmrta1,ENSMUSG00000043753
5124,ENSG00000219438,TAFA5,Tafa5,ENSMUSG00000054863
5129,ENSG00000147874,HAUS6,Haus6,ENSMUSG00000038047
5132,ENSG00000107611,CUBN,Cubn,ENSMUSG00000026726
5133,ENSG00000100030,MAPK1,Mapk1,ENSMUSG00000063358
5136,ENSG00000124225,PMEPA1,Pmepa1,ENSMUSG00000038400
5140,ENSG00000100614,PPM1A,Ppm1a,ENSMUSG00000021096
5143,ENSG00000102760,RGCC,Rgcc,ENSMUSG00000022018
5147,ENSG00000185053,SGCZ,Sgcz,ENSMUSG00000039539
5148,ENSG00000102763,VWA8,Vwa8,ENSMUSG00000058997
5161,ENSG00000151838,CCDC175,Ccdc175,ENSMUSG00000021086
5162,ENSG00000198791,CNOT7,Cnot7,ENSMUSG00000031601
5169,ENSG00000100330,MTMR3,Mtmr3,ENSMUSG00000034354
5170,ENSG00000101365,IDH3B,Idh3b,ENSMUSG00000027406
5171,ENSG00000185634,SHC4,Shc4,ENSMUSG00000035109
5174,ENSG00000122692,SMU1,Smu1,ENSMUSG00000028409
5177,ENSG00000100612,DHRS7,Dhrs7l,ENSMUSG00000109482
5178,ENSG00000100612,DHRS7,Dhrs7,ENSMUSG00000021094
5181,ENSG00000142178,SIK1,Sik1,ENSMUSG00000024042
5188,ENSG00000107614,TRDMT1,Trdmt1,ENSMUSG00000026723
5191,ENSG00000160207,HSF2BP,Hsf2bp,ENSMUSG00000002076
5208,ENSG00000164985,PSIP1,Psip1,ENSMUSG00000028484
5236,ENSG00000125249,RAP2A,Rap2a,ENSMUSG00000051615
5244,ENSG00000100731,PCNX1,Pcnx,ENSMUSG00000021140
5251,ENSG00000138613,APH1B,Aph1c,ENSMUSG00000053040
5252,ENSG00000138613,APH1B,Aph1b,ENSMUSG00000032375
5269,ENSG00000179388,EGR3,Egr3,ENSMUSG00000033730
5273,ENSG00000139679,LPAR6,Lpar6,ENSMUSG00000033446
5276,ENSG00000142182,DNMT3L,Dnmt3l,ENSMUSG00000000730
5292,ENSG00000213995,NAXD,Naxd,ENSMUSG00000031505
5296,ENSG00000221818,EBF2,Ebf2,ENSMUSG00000022053
5330,ENSG00000125977,EIF2S2,Eif2s2,ENSMUSG00000074656
5337,ENSG00000160224,AIRE,Aire,ENSMUSG00000000731
5341,ENSG00000121743,GJA3,Gja3,ENSMUSG00000048582
5344,ENSG00000165474,GJB2,Gjb2,ENSMUSG00000046352
5346,ENSG00000171877,FRMD5,Frmd5,ENSMUSG00000027238
5348,ENSG00000121742,GJB6,Gjb6,ENSMUSG00000040055
5349,ENSG00000148481,MINDY3,Mindy3,ENSMUSG00000026767
5350,ENSG00000104714,ERICH1,Erich1,ENSMUSG00000051978
5351,ENSG00000203883,SOX18,Sox18,ENSMUSG00000046470
5354,ENSG00000154930,ACSS1,Acss1,ENSMUSG00000027452
5355,ENSG00000141959,PFKL,Pfkl,ENSMUSG00000020277
5372,ENSG00000155975,VPS37A,Vps37a,ENSMUSG00000031600
5381,ENSG00000121741,ZMYM2,Zmym2,ENSMUSG00000021945
5405,ENSG00000137074,APTX,Aptx,ENSMUSG00000028411
5406,ENSG00000165309,ARMC3,Armc3,ENSMUSG00000037683
5422,ENSG00000179600,GPHB5,Gphb5,ENSMUSG00000048982
5423,ENSG00000133454,MYO18B,Myo18b,ENSMUSG00000072720
5436,ENSG00000020426,MNAT1,Mnat1,ENSMUSG00000021103
5437,ENSG00000101134,DOK5,Dok5,ENSMUSG00000027560
5447,ENSG00000159167,STC1,Stc1,ENSMUSG00000014813
5453,ENSG00000137770,CTDSPL2,Ctdspl2,ENSMUSG00000033411
5454,ENSG00000104228,TRIM35,Trim35,ENSMUSG00000022043
5456,ENSG00000158470,B4GALT5,B4galt5,ENSMUSG00000017929
5462,ENSG00000267909,CCDC177,Ccdc177,ENSMUSG00000062961
5463,ENSG00000198042,MAK16,Mak16,ENSMUSG00000031578
5464,ENSG00000020256,ZFP64,Zfp64,ENSMUSG00000027551
5467,ENSG00000179476,C14orf28,Gm527,ENSMUSG00000047227
5470,ENSG00000160226,CFAP410,Cfap410,ENSMUSG00000020284
5474,ENSG00000147421,HMBOX1,Hmbox1,ENSMUSG00000021972
5480,ENSG00000157456,CCNB2,Ccnb2,ENSMUSG00000032218
5493,ENSG00000150867,PIP4K2A,Pip4k2a,ENSMUSG00000026737
5500,ENSG00000150456,EEF1AKMT1,Eef1akmt1,ENSMUSG00000021951
5516,ENSG00000150457,LATS2,Lats2,ENSMUSG00000021959
5523,ENSG00000160233,LRRC3,Lrrc3,ENSMUSG00000051652
5527,ENSG00000101115,SALL4,Sall4,ENSMUSG00000027547
5530,ENSG00000175894,TSPEAR,Tspear,ENSMUSG00000069581
5540,ENSG00000151849,CENPJ,Cenpj,ENSMUSG00000064128
5542,ENSG00000171989,LDHAL6B,Ldhal6b,ENSMUSG00000101959
5553,ENSG00000166200,COPS2,Cops2,ENSMUSG00000027206
5554,ENSG00000101144,BMP7,Bmp7,ENSMUSG00000008999
5558,ENSG00000179133,C10orf67,4921504E06Rik,ENSMUSG00000026734
5620,ENSG00000132631,SCP2D1,Scp2d1,ENSMUSG00000027431
5661,ENSG00000125533,BHLHE23,Bhlhe23,ENSMUSG00000045493
5706,ENSG00000050130,JKAMP,Jkamp,ENSMUSG00000005078
5707,ENSG00000050130,JKAMP,Jkampl,ENSMUSG00000056197
5740,ENSG00000179242,CDH4,Cdh4,ENSMUSG00000000305
5742,ENSG00000184787,UBE2G2,Ube2g2,ENSMUSG00000009293
5746,ENSG00000100359,SGSM3,Sgsm3,ENSMUSG00000042303
5747,ENSG00000172728,FUT10,Fut10,ENSMUSG00000046152
5758,ENSG00000204740,MALRD1,Malrd1,ENSMUSG00000075520
5776,ENSG00000156687,UNC5D,Unc5d,ENSMUSG00000063626
5779,ENSG00000180730,SHISA2,Shisa2,ENSMUSG00000044461
5785,ENSG00000133105,RXFP2,Rxfp2,ENSMUSG00000053368
5786,ENSG00000148488,ST8SIA6,St8sia6,ENSMUSG00000003418
5788,ENSG00000183255,PTTG1IP,Pttg1ip,ENSMUSG00000009291
5797,ENSG00000101079,NDRG3,Ndrg3,ENSMUSG00000027634
5800,ENSG00000136750,GAD2,Gad2,ENSMUSG00000026787
5813,ENSG00000137834,SMAD6,Smad6,ENSMUSG00000036867
5818,ENSG00000164989,CCDC171,Ccdc171,ENSMUSG00000052407
5826,ENSG00000131831,RAI2,Rai2,ENSMUSG00000043518
5828,ENSG00000186866,POFUT2,Pofut2,ENSMUSG00000020260
5829,ENSG00000073910,FRY,Fry,ENSMUSG00000056602
5831,ENSG00000126785,RHOJ,Rhoj,ENSMUSG00000046768
5841,ENSG00000047230,CTPS2,Ctps2,ENSMUSG00000031360
5843,ENSG00000137776,SLTM,Sltm,ENSMUSG00000032212
5853,ENSG00000133422,MORC2,Morc2a,ENSMUSG00000034543
5854,ENSG00000133422,MORC2,Morc2b,ENSMUSG00000048602
5856,ENSG00000180008,SOCS4,Socs4,ENSMUSG00000048379
5857,ENSG00000038945,MSR1,Msr1,ENSMUSG00000025044
5858,ENSG00000140015,KCNH5,Kcnh5,ENSMUSG00000034402
5866,ENSG00000107295,SH3GL2,Sh3gl2,ENSMUSG00000028488
5867,ENSG00000150051,MKX,Mkx,ENSMUSG00000061013
5891,ENSG00000100647,SUSD6,Susd6,ENSMUSG00000021133
5900,ENSG00000153714,LURAP1L,Lurap1l,ENSMUSG00000048706
5902,ENSG00000263761,GDF2,Gdf2,ENSMUSG00000072625
5907,ENSG00000171858,RPS21,Rps21,ENSMUSG00000039001
5911,ENSG00000169906,S100G,S100g,ENSMUSG00000040808
5924,ENSG00000169126,ODAD2,Odad2,ENSMUSG00000061802
5933,ENSG00000183570,PCBP3,Pcbp3,ENSMUSG00000001120
5949,ENSG00000187516,H2AP,H2ap,ENSMUSG00000040456
5954,ENSG00000086102,NFX1,Nfx1,ENSMUSG00000028423
5955,ENSG00000102218,RP2,Rp2,ENSMUSG00000060090
5966,ENSG00000087510,TFAP2C,Tfap2c,ENSMUSG00000028640
5986,ENSG00000012174,MBTPS2,Mbtps2,ENSMUSG00000046873
5998,ENSG00000092964,DPYSL2,Dpysl2,ENSMUSG00000022048
6001,ENSG00000129521,EGLN3,Egln3,ENSMUSG00000035105
6002,ENSG00000184402,SS18L1,Ss18l1,ENSMUSG00000039086
6021,ENSG00000083642,PDS5B,Pds5b,ENSMUSG00000034021
6023,ENSG00000101361,NOP56,Nop56,ENSMUSG00000027405
6027,ENSG00000138593,SECISBP2L,Secisbp2l,ENSMUSG00000035093
6031,ENSG00000102098,SCML2,Scml2,ENSMUSG00000000037
6050,ENSG00000077943,ITGA8,Itga8,ENSMUSG00000026768
6061,ENSG00000165389,SPTSSA,Sptssa,ENSMUSG00000044408
6073,ENSG00000170345,FOS,Fos,ENSMUSG00000021250
6093,ENSG00000189306,RRP7A,Rrp7a,ENSMUSG00000018040
6094,ENSG00000183690,EFHC2,Efhc2,ENSMUSG00000025038
6095,ENSG00000107105,ELAVL2,Elavl2,ENSMUSG00000008489
6110,ENSG00000184012,TMPRSS2,Tmprss2,ENSMUSG00000000385
6111,ENSG00000175985,PLEKHD1,Plekhd1,ENSMUSG00000066438
6133,ENSG00000148482,SLC39A12,Slc39a12,ENSMUSG00000036949
6143,ENSG00000180182,MED14,Med14,ENSMUSG00000064127
6152,ENSG00000119681,LTBP2,Ltbp2,ENSMUSG00000002020
6154,ENSG00000102786,INTS6,Ints6,ENSMUSG00000035161
6155,ENSG00000221890,NPTXR,Nptxr,ENSMUSG00000022421
6157,ENSG00000103657,HERC1,Herc1,ENSMUSG00000038664
6160,ENSG00000183741,CBX6,Cbx6,ENSMUSG00000089715
6174,ENSG00000137106,GRHPR,Grhpr,ENSMUSG00000035637
6175,ENSG00000147454,SLC25A37,Slc25a37,ENSMUSG00000034248
6190,ENSG00000101096,NFATC2,Nfatc2,ENSMUSG00000027544
6203,ENSG00000177669,MBOAT4,Mboat4,ENSMUSG00000071113
6212,ENSG00000147459,DOCK5,Dock5,ENSMUSG00000044447
6214,ENSG00000172671,ZFAND4,Zfand4,ENSMUSG00000042213
6217,ENSG00000147119,CHST7,Chst7,ENSMUSG00000037347
6223,ENSG00000273820,USP27X,Usp27x,ENSMUSG00000046269
6225,ENSG00000171365,CLCN5,Clcn5,ENSMUSG00000004317
6228,ENSG00000119121,TRPM6,Trpm6,ENSMUSG00000024727
6232,ENSG00000188779,SKOR1,Skor1,ENSMUSG00000022245
6235,ENSG00000165898,ISCA2,Isca2,ENSMUSG00000021241
6236,ENSG00000157601,MX1,Mx1,ENSMUSG00000000386
6237,ENSG00000157601,MX1,Mx2,ENSMUSG00000023341
6247,ENSG00000100324,TAB1,Tab1,ENSMUSG00000022414
6263,ENSG00000095777,MYO3A,Myo3a,ENSMUSG00000025716
6264,ENSG00000140044,JDP2,Jdp2,ENSMUSG00000034271
6266,ENSG00000104660,LEPROTL1,Leprotl1,ENSMUSG00000031513
6278,ENSG00000171956,FOXB1,Foxb1,ENSMUSG00000059246
6279,ENSG00000122033,MTIF3,Mtif3,ENSMUSG00000016510
6286,ENSG00000123171,CCDC70,Ccdc70,ENSMUSG00000017049
6289,ENSG00000137880,GCHFR,Gchfr,ENSMUSG00000046814
6290,ENSG00000125245,GPR18,Gpr18,ENSMUSG00000050350
6292,ENSG00000128268,MGAT3,Mgat3,ENSMUSG00000042428
6293,ENSG00000132938,MTUS2,Mtus2,ENSMUSG00000029651
6307,ENSG00000196074,SYCP2,Sycp2,ENSMUSG00000060445
6308,ENSG00000100335,MIEF1,Mief1,ENSMUSG00000022412
6309,ENSG00000074410,CA12,Car12,ENSMUSG00000032373
6315,ENSG00000042317,SPATA7,Spata7,ENSMUSG00000021007
6318,ENSG00000120907,ADRA1A,Adra1a,ENSMUSG00000045875
6321,ENSG00000102524,TNFSF13B,Tnfsf13b,ENSMUSG00000031497
6322,ENSG00000165186,PTCHD1,Ptchd1,ENSMUSG00000041552
6323,ENSG00000169895,SYAP1,Syap1,ENSMUSG00000031357
6324,ENSG00000133878,DUSP26,Dusp26,ENSMUSG00000039661
6330,ENSG00000167034,NKX3-1,Nkx3-1,ENSMUSG00000022061
6331,ENSG00000127870,RNF6,Rnf6,ENSMUSG00000029634
6332,ENSG00000187051,RPS19BP1,Rps19bp1,ENSMUSG00000051518
6358,ENSG00000008086,CDKL5,Cdkl5,ENSMUSG00000031292
6362,ENSG00000182902,SLC25A18,Slc25a18,ENSMUSG00000004902
6364,ENSG00000134013,LOXL2,Loxl2,ENSMUSG00000034205
6365,ENSG00000157483,MYO1E,Myo1e,ENSMUSG00000032220
6367,ENSG00000157578,LCA5L,Lca5l,ENSMUSG00000045275
6375,ENSG00000132932,ATP8A2,Atp8a2,ENSMUSG00000021983
6384,ENSG00000148450,MSRB2,Msrb2,ENSMUSG00000023094
6385,ENSG00000196092,PAX5,Pax5,ENSMUSG00000014030
6388,ENSG00000256574,OR13A1,Or13a1,ENSMUSG00000053391
6389,ENSG00000130702,LAMA5,Lama5,ENSMUSG00000015647
6398,ENSG00000168267,PTF1A,Ptf1a,ENSMUSG00000026735
6401,ENSG00000131100,ATP6V1E1,Atp6v1e1,ENSMUSG00000019210
6405,ENSG00000104219,ZDHHC2,Zdhhc2,ENSMUSG00000039470
6415,ENSG00000168300,PCMTD1,Pcmtd1,ENSMUSG00000051285
6436,ENSG00000198718,TOGARAM1,Togaram1,ENSMUSG00000035614
6438,ENSG00000166128,RAB8B,Rab8b,ENSMUSG00000036943
6449,ENSG00000154723,ATP5PF,Atp5pf,ENSMUSG00000022890
6452,ENSG00000104765,BNIP3L,Bnip3l,ENSMUSG00000022051
6454,ENSG00000151835,SACS,Sacs,ENSMUSG00000048279
6455,ENSG00000151023,ENKUR,Enkur,ENSMUSG00000026679
6456,ENSG00000099968,BCL2L13,Bcl2l13,ENSMUSG00000009112
6460,ENSG00000136770,DNAJC1,Dnajc1,ENSMUSG00000026740
6462,ENSG00000166233,ARIH1,Arih1,ENSMUSG00000025234
6465,ENSG00000149657,LSM14B,Lsm14b,ENSMUSG00000039108
6468,ENSG00000196368,NUDT11,Nudt11,ENSMUSG00000073295
6469,ENSG00000196368,NUDT11,Nudt10,ENSMUSG00000073293
6470,ENSG00000053770,AP5M1,Ap5m1,ENSMUSG00000036291
6483,ENSG00000165443,PHYHIPL,Phyhipl,ENSMUSG00000037747
6484,ENSG00000197892,KIF13B,Kif13b,ENSMUSG00000060012
6486,ENSG00000160284,SPATC1L,Spatc1l,ENSMUSG00000009115
6488,ENSG00000087495,PHACTR3,Phactr3,ENSMUSG00000027525
6502,ENSG00000160285,LSS,Lss,ENSMUSG00000033105
6503,ENSG00000153495,TEX29,Tex29,ENSMUSG00000031512
6510,ENSG00000165548,TMEM63C,Tmem63c,ENSMUSG00000034145
6517,ENSG00000265203,RBP3,Rbp3,ENSMUSG00000041534
6523,ENSG00000137841,PLCB2,Plcb2,ENSMUSG00000040061
6524,ENSG00000178695,KCTD12,Kctd12,ENSMUSG00000098557
6533,ENSG00000102805,CLN5,Cln5,ENSMUSG00000022125
6534,ENSG00000165322,ARHGAP12,Arhgap12,ENSMUSG00000041225
6544,ENSG00000124479,NDP,Ndp,ENSMUSG00000040138
6545,ENSG00000243156,MICAL3,Mical3,ENSMUSG00000051586
6547,ENSG00000197562,RAB40C,Rab40c,ENSMUSG00000025730
6548,ENSG00000151812,SLC35F4,Slc35f4,ENSMUSG00000021852
6552,ENSG00000165169,DYNLT3,Dynlt3,ENSMUSG00000031176
6554,ENSG00000005812,FBXL3,Fbxl3,ENSMUSG00000022124
6561,ENSG00000147081,AKAP4,Akap4,ENSMUSG00000050089
6569,ENSG00000125378,BMP4,Bmp4,ENSMUSG00000021835
6581,ENSG00000257108,NHLRC4,Nhlrc4,ENSMUSG00000090113
6589,ENSG00000253309,SERPINE3,Serpine3,ENSMUSG00000091155
6594,ENSG00000104671,DCTN6,Dctn6,ENSMUSG00000031516
6598,ENSG00000069535,MAOB,Maob,ENSMUSG00000040147
6607,ENSG00000171703,TCEA2,Tcea2,ENSMUSG00000059540
6620,ENSG00000167930,FAM234A,Fam234a,ENSMUSG00000024187
6625,ENSG00000171885,AQP4,Aqp4,ENSMUSG00000024411
